Timestamp,1QI1202B SENSOR TSP,1QI1202B.LAB_PH_OSA SENSOR TSP
30:50.0,7.919,7.802
31:20.0,7.907,7.802
33:20.0,7.907,7.802
33:50.0,7.895,7.802
34:20.0,7.879,7.802
35:50.0,7.879,7.801
36:20.0,7.89,7.801
36:50.0,7.883,7.801
37:20.0,7.883,7.801
37:50.0,7.895,7.801
38:20.0,7.907,7.801
38:50.0,7.907,7.801
39:20.0,7.893,7.801
41:20.0,7.893,7.801
41:50.0,7.905,7.801
42:20.0,7.905,7.801
42:50.0,7.893,7.801
43:20.0,7.905,7.801
45:20.0,7.905,7.801
45:50.0,7.893,7.801
46:20.0,7.905,7.801
46:50.0,7.893,7.801
47:20.0,7.893,7.801
47:50.0,7.904,7.801
48:20.0,7.893,7.801
49:50.0,7.893,7.801
50:20.0,7.904,7.801
50:50.0,7.891,7.801
51:20.0,7.879,7.801
51:50.0,7.89,7.801
53:20.1,7.89,7.801
53:50.0,7.879,7.801
54:20.1,7.895,7.801
54:50.0,7.892,7.801
56:20.0,7.892,7.801
56:50.0,7.881,7.801
57:20.0,7.881,7.801
57:50.0,7.893,7.801
02:50.0,7.893,7.801
03:20.0,7.905,7.801
03:50.0,7.893,7.801
04:50.0,7.893,7.801
05:20.0,7.905,7.801
06:20.0,7.905,7.801
06:50.0,7.916,7.801
07:20.0,7.916,7.801
07:50.0,7.9,7.801
11:50.0,7.9,7.801
12:20.0,7.888,7.801
12:50.0,7.9,7.801
13:50.0,7.9,7.801
14:20.0,7.911,7.801
14:50.0,7.9,7.801
15:20.0,7.888,7.801
16:20.0,7.888,7.801
16:50.0,7.9,7.801
17:50.0,7.9,7.801
18:20.0,7.911,7.801
23:50.0,7.911,7.801
24:20.0,7.9,7.801
24:50.0,7.916,7.801
25:20.0,7.916,7.801
25:50.0,7.905,7.801
26:20.0,7.905,7.8
26:50.0,7.893,7.8
27:20.0,7.881,7.8
27:50.0,7.881,7.8
28:20.0,7.893,7.8
29:20.0,7.893,7.8
29:50.0,7.881,7.8
30:20.0,7.881,7.8
30:50.0,7.893,7.8
31:20.0,7.881,7.8
32:20.0,7.881,7.8
32:50.0,7.869,7.8
33:20.0,7.881,7.8
33:50.0,7.881,7.8
34:20.0,7.874,7.8
34:50.0,7.9,7.8
36:50.0,7.9,7.8
37:20.0,7.886,7.8
37:50.0,7.9,7.8
38:20.0,7.911,7.8
38:50.0,7.9,7.8
39:50.0,7.9,7.8
40:20.0,7.888,7.8
40:50.0,7.9,7.8
41:20.0,7.9,7.8
41:50.0,7.91,7.8
42:20.0,7.91,7.8
42:50.1,7.9,7.8
43:20.0,7.9,7.8
43:50.0,7.888,7.8
45:50.0,7.888,7.8
46:20.0,7.9,7.8
47:50.0,7.9,7.8
48:20.0,7.9,7.8
48:50.0,7.874,7.8
49:20.0,7.886,7.8
51:50.0,7.886,7.8
52:20.0,7.897,7.8
55:20.0,7.897,7.8
55:50.0,7.887,7.8
56:20.0,7.887,7.8
56:50.0,7.87,7.8
57:20.0,7.881,7.8
58:20.0,7.881,7.8
58:50.0,7.879,7.8
59:20.0,7.879,7.8
59:50.0,7.89,7.8
00:20.0,7.878,7.8
00:50.0,7.878,7.8
01:20.0,7.874,7.8
01:50.0,7.886,7.8
02:50.0,7.886,7.8
03:20.0,7.897,7.8
05:20.0,7.897,7.8
05:50.0,7.886,7.8
07:50.0,7.886,7.8
08:20.0,7.874,7.8
08:50.0,7.893,7.8
09:50.0,7.893,7.8
10:20.0,7.904,7.8
10:50.1,7.904,7.8
11:20.0,7.893,7.8
11:50.0,7.881,7.8
12:50.0,7.881,7.8
13:20.0,7.896,7.8
13:50.0,7.896,7.8
14:20.0,7.907,7.8
18:50.0,7.907,7.799
19:20.0,7.893,7.799
22:50.1,7.893,7.799
23:20.1,7.904,7.799
23:50.0,7.893,7.799
24:20.0,7.903,7.799
24:50.0,7.919,7.799
25:20.1,7.919,7.799
25:50.0,7.907,7.799
31:20.0,7.907,7.799
31:50.0,7.921,7.799
32:20.0,7.907,7.799
33:50.0,7.907,7.799
34:20.0,7.918,7.799
37:20.0,7.918,7.799
37:50.0,7.905,7.799
38:20.0,7.918,7.799
39:20.0,7.918,7.799
39:50.0,7.907,7.799
42:20.0,7.907,7.799
42:50.0,7.918,7.799
43:20.0,7.918,7.799
43:50.1,7.907,7.799
44:20.0,7.895,7.799
44:50.0,7.907,7.799
46:50.1,7.907,7.799
47:20.0,7.921,7.799
48:50.0,7.921,7.799
49:20.1,7.907,7.799
49:50.1,7.919,7.799
51:50.1,7.919,7.799
52:20.0,7.907,7.799
54:50.0,7.907,7.799
55:20.0,7.907,7.799
56:50.0,7.907,7.799
57:20.0,7.905,7.799
58:50.0,7.905,7.799
59:20.0,7.928,7.799
59:50.1,7.903,7.799
00:20.1,7.914,7.799
00:50.1,7.914,7.799
01:20.1,7.895,7.799
01:50.1,7.907,7.799
02:20.1,7.907,7.799
02:50.0,7.919,7.799
03:20.1,7.919,7.799
03:50.0,7.896,7.799
04:20.1,7.896,7.799
04:50.0,7.907,7.799
05:20.0,7.895,7.799
05:50.0,7.906,7.799
06:20.0,7.906,7.799
06:50.1,7.896,7.799
07:20.1,7.883,7.798
07:50.1,7.897,7.798
08:20.1,7.897,7.798
08:50.1,7.907,7.798
09:50.0,7.907,7.798
10:20.1,7.895,7.798
10:50.1,7.883,7.798
11:20.1,7.897,7.798
11:50.0,7.886,7.798
12:20.0,7.87,7.798
15:20.0,7.87,7.798
15:50.0,7.881,7.798
16:20.0,7.893,7.798
19:20.1,7.893,7.798
19:50.1,7.905,7.798
20:20.1,7.905,7.798
20:50.1,7.893,7.798
21:20.1,7.881,7.798
21:50.0,7.893,7.798
23:20.1,7.893,7.798
23:50.1,7.881,7.798
24:20.1,7.881,7.798
24:50.1,7.893,7.798
25:20.1,7.893,7.798
25:50.1,7.905,7.798
26:20.0,7.886,7.798
27:50.1,7.886,7.798
28:20.0,7.898,7.798
28:50.1,7.887,7.798
30:20.0,7.887,7.798
30:50.1,7.9,7.798
32:20.1,7.9,7.798
32:50.0,7.91,7.798
33:20.1,7.9,7.798
35:50.1,7.9,7.798
36:20.1,7.886,7.798
36:50.1,7.886,7.798
37:20.1,7.875,7.798
37:50.1,7.875,7.798
38:20.1,7.886,7.798
38:50.1,7.897,7.798
39:20.1,7.886,7.798
47:50.1,7.886,7.798
48:20.1,7.875,7.798
50:50.1,7.875,7.798
51:20.1,7.862,7.798
51:50.1,7.862,7.798
52:20.0,7.848,7.798
52:50.1,7.832,7.798
55:50.1,7.832,7.798
56:20.1,7.843,7.798
59:50.1,7.843,7.797
00:20.1,7.831,7.797
00:50.1,7.831,7.797
01:20.1,7.821,7.797
01:50.1,7.822,7.797
02:20.1,7.822,7.797
02:50.1,7.81,7.797
03:50.1,7.81,7.797
04:20.1,7.822,7.797
04:50.1,7.851,7.797
05:20.1,7.851,7.797
05:50.1,7.862,7.797
06:20.1,7.862,7.797
06:50.1,7.874,7.797
07:20.1,7.862,7.797
07:50.1,7.874,7.797
08:20.1,7.886,7.797
09:20.1,7.886,7.797
09:50.1,7.874,7.797
10:20.1,7.862,7.797
10:50.1,7.874,7.797
11:20.1,7.846,7.797
11:50.1,7.846,7.797
12:20.1,7.858,7.797
12:50.1,7.881,7.797
13:20.1,7.881,7.797
13:50.1,7.867,7.797
14:20.1,7.855,7.797
14:50.1,7.867,7.797
15:20.1,7.879,7.797
15:50.1,7.879,7.797
16:20.1,7.893,7.797
17:50.1,7.893,7.797
18:20.1,7.879,7.797
19:20.0,7.879,7.797
19:50.0,7.893,7.797
21:20.0,7.893,7.797
21:50.0,7.881,7.797
22:20.1,7.865,7.797
22:50.0,7.865,7.797
23:20.0,7.876,7.797
23:50.0,7.863,7.797
24:20.1,7.863,7.797
24:50.1,7.851,7.797
25:20.0,7.869,7.797
25:50.0,7.881,7.797
26:20.0,7.893,7.797
27:20.0,7.893,7.797
27:50.0,7.904,7.797
30:20.0,7.904,7.797
30:50.0,7.893,7.797
32:20.0,7.893,7.797
32:50.0,7.904,7.797
33:50.0,7.904,7.797
34:20.0,7.916,7.797
37:50.0,7.916,7.797
38:20.0,7.928,7.797
38:50.0,7.928,7.797
39:20.0,7.94,7.797
46:20.0,7.94,7.797
46:50.0,7.929,7.797
47:20.0,7.929,7.797
47:50.0,7.919,7.796
48:20.0,7.907,7.796
48:50.0,7.907,7.796
49:20.0,7.895,7.796
49:50.0,7.895,7.796
50:20.0,7.907,7.796
50:50.0,7.895,7.796
51:20.0,7.908,7.796
51:50.0,7.908,7.796
52:20.0,7.919,7.796
58:50.0,7.919,7.796
59:20.0,7.931,7.796
01:20.0,7.931,7.796
01:50.0,7.942,7.796
05:20.0,7.942,7.796
05:50.0,7.956,7.796
06:20.0,7.956,7.796
06:50.0,7.946,7.796
07:20.0,7.946,7.796
07:50.0,7.956,7.796
12:20.0,7.956,7.796
12:50.0,7.944,7.796
18:20.0,7.944,7.796
18:50.0,7.933,7.796
21:50.0,7.933,7.796
22:20.0,7.944,7.796
22:50.0,7.933,7.796
23:20.0,7.933,7.796
23:50.0,7.944,7.796
24:20.0,7.944,7.796
24:50.0,7.933,7.796
25:20.0,7.933,7.796
25:50.0,7.932,7.796
26:20.0,7.914,7.796
26:50.0,7.926,7.796
27:20.0,7.926,7.796
27:50.0,7.914,7.796
30:50.0,7.914,7.796
31:20.0,7.928,7.796
32:50.0,7.928,7.796
33:20.0,7.917,7.796
33:50.0,7.917,7.796
34:20.0,7.928,7.796
35:50.0,7.928,7.796
36:20.0,7.918,7.796
39:20.0,7.918,7.795
39:50.0,7.928,7.795
40:20.0,7.942,7.795
40:50.0,7.923,7.795
41:20.0,7.909,7.795
41:50.0,7.909,7.795
42:20.0,7.923,7.795
42:50.0,7.923,7.795
43:20.0,7.909,7.795
45:20.0,7.909,7.795
45:50.0,7.921,7.795
46:50.0,7.921,7.795
47:20.0,7.909,7.795
47:50.0,7.924,7.795
48:20.0,7.911,7.795
52:50.0,7.911,7.795
53:20.0,7.9,7.795
53:50.0,7.912,7.795
57:50.0,7.912,7.795
58:20.0,7.926,7.795
01:50.0,7.926,7.795
02:20.0,7.915,7.795
02:50.0,7.926,7.795
03:50.0,7.926,7.795
04:20.0,7.913,7.795
06:50.0,7.913,7.795
07:20.0,7.909,7.795
07:50.0,7.894,7.795
08:20.0,7.883,7.795
08:50.0,7.895,7.795
09:20.0,7.895,7.795
09:50.0,7.876,7.795
10:20.0,7.888,7.795
10:50.0,7.888,7.795
11:20.0,7.885,7.795
11:50.0,7.885,7.795
12:20.0,7.898,7.795
12:50.0,7.898,7.795
13:20.0,7.881,7.795
13:50.0,7.893,7.795
15:20.0,7.893,7.795
15:50.0,7.881,7.795
18:20.0,7.881,7.795
18:50.0,7.893,7.795
19:50.0,7.893,7.795
20:20.0,7.907,7.795
22:20.0,7.907,7.795
22:50.0,7.893,7.795
23:20.0,7.893,7.795
23:50.0,7.907,7.795
24:20.0,7.891,7.795
24:50.0,7.891,7.795
25:20.0,7.904,7.795
25:50.0,7.893,7.795
26:20.0,7.893,7.795
26:50.0,7.879,7.795
27:20.0,7.879,7.795
27:50.0,7.879,7.795
28:20.0,7.891,7.795
28:50.0,7.891,7.794
29:20.0,7.904,7.794
30:50.0,7.904,7.794
31:20.0,7.905,7.794
32:50.0,7.905,7.794
33:20.0,7.904,7.794
33:50.0,7.904,7.794
34:20.0,7.891,7.794
34:50.0,7.902,7.794
38:20.0,7.902,7.794
38:50.0,7.914,7.794
39:50.0,7.914,7.794
40:20.0,7.902,7.794
40:50.0,7.914,7.794
42:50.0,7.914,7.794
43:20.0,7.902,7.794
53:20.0,7.902,7.794
53:50.0,7.902,7.794
57:20.0,7.902,7.794
57:50.0,7.914,7.794
04:20.0,7.914,7.794
04:50.0,7.9,7.794
05:50.0,7.9,7.794
06:20.0,7.911,7.794
10:50.0,7.911,7.794
11:20.0,7.923,7.794
11:50.0,7.907,7.794
13:20.0,7.907,7.794
13:50.0,7.92,7.794
15:20.0,7.92,7.794
15:50.0,7.909,7.794
21:20.0,7.909,7.793
21:50.0,7.897,7.793
23:50.0,7.897,7.793
24:20.0,7.908,7.793
24:50.0,7.908,7.793
25:20.0,7.895,7.793
25:50.0,7.895,7.793
26:20.0,7.907,7.793
27:20.0,7.907,7.793
27:50.0,7.893,7.793
29:50.0,7.893,7.793
30:20.0,7.907,7.793
30:50.0,7.907,7.793
31:20.0,7.895,7.793
34:50.0,7.895,7.793
35:20.0,7.883,7.793
36:50.0,7.883,7.793
37:20.0,7.895,7.793
45:20.0,7.895,7.793
45:50.0,7.907,7.793
46:20.0,7.895,7.793
54:50.0,7.895,7.793
55:20.0,7.907,7.793
56:20.0,7.907,7.793
56:50.0,7.918,7.793
57:20.0,7.907,7.793
59:20.0,7.907,7.793
59:50.0,7.895,7.793
02:20.0,7.895,7.793
02:50.0,7.883,7.793
03:20.0,7.883,7.793
03:50.0,7.87,7.793
04:20.0,7.87,7.793
04:50.0,7.881,7.793
05:20.0,7.881,7.793
05:50.0,7.867,7.793
06:20.0,7.867,7.793
06:50.0,7.878,7.793
07:20.0,7.891,7.793
07:50.0,7.902,7.793
10:50.0,7.902,7.792
11:20.0,7.884,7.792
13:20.0,7.884,7.792
13:50.0,7.87,7.792
14:20.0,7.878,7.792
14:50.0,7.863,7.792
15:20.0,7.863,7.792
15:50.0,7.876,7.792
16:20.0,7.867,7.792
17:20.0,7.867,7.792
17:50.0,7.881,7.792
18:20.0,7.893,7.792
18:50.0,7.893,7.792
19:20.0,7.907,7.792
19:50.0,7.895,7.792
20:20.0,7.907,7.792
21:50.0,7.907,7.792
22:20.0,7.918,7.792
22:50.0,7.907,7.792
24:20.0,7.907,7.792
24:50.0,7.896,7.792
26:20.0,7.896,7.792
26:50.0,7.884,7.792
28:50.0,7.884,7.792
29:20.0,7.895,7.792
30:20.0,7.895,7.792
30:50.0,7.91,7.792
31:20.0,7.91,7.792
31:50.0,7.895,7.792
36:50.0,7.895,7.792
37:20.0,7.907,7.792
38:20.0,7.907,7.792
38:50.0,7.895,7.792
39:50.0,7.895,7.792
40:20.0,7.884,7.792
40:50.0,7.884,7.792
41:20.0,7.895,7.792
41:50.0,7.906,7.792
42:20.0,7.895,7.792
42:50.0,7.907,7.792
44:50.0,7.907,7.792
45:20.0,7.919,7.792
47:20.0,7.919,7.792
47:50.0,7.908,7.792
51:20.0,7.908,7.792
51:50.0,7.919,7.792
52:20.0,7.907,7.792
52:50.0,7.919,7.792
53:50.0,7.919,7.792
54:20.0,7.907,7.792
58:50.0,7.907,7.792
59:20.0,7.895,7.792
59:50.0,7.895,7.791
00:20.0,7.907,7.791
04:20.0,7.907,7.791
04:50.0,7.893,7.791
05:20.0,7.893,7.791
05:50.0,7.904,7.791
09:20.0,7.904,7.791
09:50.0,7.893,7.791
11:50.0,7.893,7.791
12:20.0,7.881,7.791
15:20.0,7.881,7.791
15:50.0,7.893,7.791
18:50.0,7.893,7.791
19:20.0,7.905,7.791
27:50.0,7.905,7.791
28:20.0,7.917,7.791
30:50.0,7.917,7.791
31:20.0,7.905,7.791
34:50.0,7.905,7.791
35:20.0,7.917,7.791
35:50.0,7.917,7.791
36:20.0,7.905,7.791
37:50.0,7.905,7.791
38:20.0,7.891,7.791
38:50.0,7.891,7.791
39:20.0,7.903,7.791
42:20.0,7.903,7.791
42:50.0,7.891,7.791
45:20.0,7.891,7.791
45:50.0,7.879,7.791
50:20.0,7.879,7.79
50:50.0,7.891,7.79
54:50.0,7.891,7.79
55:20.0,7.879,7.79
55:50.0,7.891,7.79
56:20.0,7.893,7.79
58:50.0,7.893,7.79
59:20.0,7.882,7.79
00:50.0,7.882,7.79
01:20.0,7.893,7.79
01:50.0,7.879,7.79
02:20.0,7.898,7.79
07:20.0,7.898,7.79
07:50.0,7.924,7.79
08:20.0,7.912,7.79
08:50.0,7.9,7.79
09:20.0,7.889,7.79
09:50.0,7.912,7.79
10:20.0,7.912,7.79
10:50.0,7.9,7.79
12:20.0,7.9,7.79
12:50.0,7.886,7.79
13:20.0,7.886,7.79
13:50.0,7.897,7.79
14:20.0,7.897,7.79
14:50.0,7.9,7.79
15:20.0,7.9,7.79
15:50.0,7.889,7.79
17:20.0,7.889,7.79
17:50.0,7.9,7.79
18:20.0,7.884,7.79
19:20.0,7.884,7.79
19:50.0,7.895,7.79
26:50.0,7.895,7.79
27:20.0,7.907,7.79
27:50.0,7.907,7.79
28:20.0,7.896,7.79
28:50.0,7.896,7.79
29:20.0,7.884,7.79
29:50.0,7.894,7.79
36:50.0,7.894,7.79
37:20.0,7.905,7.79
40:50.0,7.905,7.789
41:20.0,7.893,7.789
43:20.0,7.893,7.789
43:50.0,7.904,7.789
49:20.0,7.904,7.789
49:50.0,7.893,7.789
50:50.0,7.893,7.789
51:20.0,7.876,7.789
51:50.0,7.876,7.789
52:20.0,7.888,7.789
52:50.0,7.888,7.789
53:20.0,7.877,7.789
58:20.0,7.877,7.789
58:50.0,7.889,7.789
59:50.0,7.889,7.789
00:20.0,7.872,7.789
00:50.0,7.872,7.789
01:20.0,7.886,7.789
01:50.0,7.875,7.789
02:20.0,7.889,7.789
02:50.0,7.901,7.789
06:20.0,7.901,7.789
06:50.0,7.913,7.789
07:20.0,7.913,7.789
07:50.0,7.903,7.789
08:20.0,7.914,7.789
10:50.0,7.914,7.789
11:20.0,7.903,7.789
18:50.0,7.903,7.789
19:20.0,7.914,7.789
19:50.0,7.903,7.789
20:50.0,7.903,7.789
21:20.0,7.914,7.789
21:50.0,7.903,7.789
22:50.0,7.903,7.789
23:20.0,7.917,7.789
23:50.0,7.917,7.789
24:20.0,7.905,7.789
26:50.0,7.905,7.789
27:20.0,7.892,7.789
27:50.0,7.903,7.789
28:20.0,7.914,7.789
30:20.0,7.914,7.789
30:50.0,7.904,7.788
32:50.0,7.904,7.788
33:20.0,7.893,7.788
35:50.0,7.893,7.788
36:20.0,7.905,7.788
36:50.0,7.905,7.788
37:20.0,7.891,7.788
41:20.0,7.891,7.788
41:50.0,7.903,7.788
42:50.0,7.903,7.788
43:20.0,7.889,7.788
43:50.0,7.889,7.788
44:20.0,7.903,7.788
45:20.0,7.903,7.788
45:50.0,7.914,7.788
46:20.0,7.914,7.788
46:50.0,7.903,7.788
48:50.0,7.903,7.788
49:20.0,7.917,7.788
49:50.0,7.917,7.788
50:20.0,7.903,7.788
50:50.0,7.886,7.788
51:20.0,7.898,7.788
52:20.0,7.898,7.788
52:50.0,7.912,7.788
53:20.0,7.899,7.788
53:50.0,7.889,7.788
54:20.0,7.889,7.788
54:50.0,7.9,7.788
55:20.0,7.886,7.788
56:20.0,7.886,7.788
56:50.0,7.875,7.788
57:20.0,7.891,7.788
01:50.0,7.891,7.788
02:20.0,7.879,7.788
02:50.0,7.879,7.788
03:20.0,7.891,7.788
05:20.0,7.891,7.788
05:50.0,7.903,7.788
06:20.0,7.891,7.788
07:50.0,7.891,7.788
08:20.0,7.903,7.788
10:50.0,7.903,7.788
11:20.0,7.886,7.788
11:50.0,7.886,7.788
12:20.0,7.9,7.788
13:20.0,7.9,7.788
13:50.0,7.889,7.788
14:50.0,7.889,7.788
15:20.0,7.9,7.788
16:20.0,7.9,7.788
16:50.0,7.889,7.788
17:20.0,7.891,7.788
17:50.0,7.902,7.788
18:20.0,7.891,7.788
18:50.0,7.881,7.788
19:20.0,7.905,7.788
19:50.0,7.891,7.788
20:20.0,7.891,7.788
20:50.0,7.879,7.788
21:20.0,7.879,7.787
21:50.0,7.891,7.787
22:50.0,7.891,7.787
23:20.0,7.879,7.787
23:50.0,7.891,7.787
24:20.0,7.891,7.787
24:50.0,7.904,7.787
25:20.0,7.893,7.787
25:50.0,7.904,7.787
26:20.0,7.893,7.787
27:50.0,7.893,7.787
28:20.0,7.908,7.787
28:50.0,7.908,7.787
29:20.0,7.893,7.787
29:50.0,7.893,7.787
30:20.0,7.882,7.787
30:50.0,7.894,7.787
31:20.0,7.894,7.787
31:50.0,7.882,7.787
32:20.0,7.882,7.787
32:50.0,7.894,7.787
33:20.0,7.894,7.787
33:50.0,7.882,7.787
34:20.0,7.894,7.787
36:50.0,7.894,7.787
37:20.0,7.905,7.787
37:50.0,7.894,7.787
38:20.0,7.905,7.787
38:50.0,7.894,7.787
41:20.0,7.894,7.787
41:50.1,7.905,7.787
42:20.0,7.894,7.787
42:50.0,7.894,7.787
43:20.0,7.893,7.787
43:50.0,7.905,7.787
44:20.0,7.905,7.787
44:50.0,7.886,7.787
45:20.0,7.886,7.787
45:50.0,7.898,7.787
46:20.0,7.886,7.787
46:50.0,7.898,7.787
49:50.0,7.898,7.787
50:20.0,7.898,7.787
50:50.0,7.884,7.787
51:20.0,7.884,7.787
51:50.0,7.896,7.787
52:20.0,7.91,7.787
52:50.0,7.894,7.787
53:50.0,7.894,7.787
54:20.0,7.879,7.787
54:50.0,7.905,7.787
55:20.0,7.905,7.787
55:50.0,7.873,7.787
56:20.0,7.889,7.787
57:20.0,7.889,7.787
57:50.0,7.899,7.787
58:20.0,7.889,7.787
59:20.0,7.889,7.787
59:50.0,7.9,7.787
00:20.0,7.9,7.787
00:50.0,7.877,7.787
01:20.0,7.889,7.787
01:50.0,7.874,7.787
02:50.0,7.874,7.787
03:20.0,7.887,7.787
06:20.0,7.887,7.787
06:50.0,7.898,7.787
07:50.0,7.898,7.787
08:20.0,7.886,7.787
09:50.0,7.886,7.787
10:20.0,7.898,7.787
10:50.0,7.898,7.787
11:20.0,7.886,7.786
12:20.0,7.886,7.786
12:50.0,7.9,7.786
13:20.0,7.877,7.786
13:50.0,7.903,7.786
14:20.0,7.885,7.786
14:50.0,7.885,7.786
15:20.0,7.896,7.786
20:50.0,7.896,7.786
21:20.0,7.907,7.786
21:50.0,7.907,7.786
22:20.0,7.897,7.786
22:50.0,7.897,7.786
23:20.0,7.908,7.786
23:50.0,7.894,7.786
24:20.0,7.894,7.786
24:50.0,7.905,7.786
27:50.0,7.905,7.786
28:20.0,7.893,7.786
28:50.0,7.903,7.786
29:20.0,7.905,7.786
29:50.0,7.893,7.786
31:20.0,7.893,7.786
31:50.0,7.905,7.786
32:20.0,7.894,7.786
32:50.0,7.881,7.786
33:20.0,7.894,7.786
35:20.0,7.894,7.786
35:50.0,7.905,7.786
37:20.0,7.905,7.786
37:50.0,7.894,7.786
38:20.0,7.894,7.786
38:50.0,7.889,7.786
39:20.0,7.877,7.786
39:50.0,7.905,7.786
40:20.0,7.874,7.786
40:50.0,7.886,7.786
41:20.0,7.886,7.786
41:50.0,7.898,7.786
42:20.0,7.91,7.786
42:50.0,7.898,7.786
43:20.0,7.884,7.786
43:50.0,7.896,7.786
44:20.0,7.896,7.786
44:50.0,7.884,7.786
45:20.0,7.9,7.786
45:50.0,7.9,7.786
46:20.0,7.879,7.786
47:20.0,7.879,7.786
47:50.0,7.894,7.786
48:50.0,7.894,7.786
49:20.0,7.877,7.786
49:50.0,7.887,7.786
50:50.0,7.887,7.786
51:20.0,7.9,7.786
51:50.0,7.886,7.786
52:20.0,7.886,7.786
52:50.0,7.902,7.786
53:20.0,7.886,7.786
53:50.0,7.913,7.786
54:20.0,7.913,7.786
54:50.0,7.887,7.786
55:50.0,7.887,7.786
56:20.0,7.872,7.786
56:50.0,7.884,7.786
57:20.0,7.898,7.786
57:50.1,7.898,7.786
58:20.0,7.872,7.786
58:50.0,7.884,7.786
59:50.0,7.884,7.786
00:20.0,7.908,7.786
00:50.0,7.896,7.786
01:20.0,7.884,7.786
01:50.0,7.897,7.785
02:20.0,7.882,7.785
02:50.0,7.877,7.785
03:20.0,7.891,7.785
03:50.0,7.874,7.785
04:20.0,7.9,7.785
04:50.0,7.904,7.785
06:50.0,7.904,7.785
07:20.0,7.893,7.785
07:50.1,7.878,7.785
08:20.0,7.893,7.785
08:50.1,7.905,7.785
09:20.0,7.894,7.785
09:50.0,7.894,7.785
10:20.0,7.905,7.785
10:50.0,7.905,7.785
11:20.0,7.891,7.785
11:50.1,7.905,7.785
12:50.0,7.905,7.785
13:20.0,7.881,7.785
13:50.0,7.881,7.785
14:20.0,7.895,7.785
15:50.0,7.895,7.785
16:20.0,7.906,7.785
16:50.0,7.906,7.785
17:20.0,7.896,7.785
17:50.0,7.896,7.785
18:20.0,7.894,7.785
18:50.0,7.896,7.785
19:20.0,7.883,7.785
19:50.0,7.883,7.785
20:20.0,7.896,7.785
20:50.0,7.9,7.785
21:20.0,7.9,7.785
21:50.0,7.912,7.785
22:20.0,7.9,7.785
22:50.0,7.9,7.785
23:20.0,7.886,7.785
24:20.0,7.886,7.785
24:50.0,7.903,7.785
26:50.1,7.903,7.785
27:20.0,7.889,7.785
27:50.0,7.889,7.785
28:20.0,7.904,7.785
28:50.0,7.904,7.785
29:20.0,7.889,7.785
30:20.0,7.889,7.785
30:50.1,7.9,7.785
32:20.0,7.9,7.785
32:50.0,7.884,7.785
33:20.0,7.889,7.785
33:50.0,7.9,7.785
34:20.0,7.912,7.785
34:50.1,7.898,7.785
35:20.1,7.884,7.785
39:50.0,7.884,7.785
40:20.0,7.886,7.785
41:20.1,7.886,7.785
41:50.0,7.894,7.785
42:20.0,7.894,7.785
42:50.0,7.879,7.785
43:50.0,7.879,7.785
44:20.0,7.876,7.785
44:50.0,7.889,7.785
45:20.0,7.889,7.785
45:50.0,7.905,7.785
46:20.0,7.891,7.785
46:50.0,7.891,7.785
47:20.0,7.905,7.785
47:50.0,7.905,7.785
48:20.0,7.893,7.785
48:50.0,7.879,7.785
49:20.0,7.879,7.785
49:50.0,7.902,7.785
50:20.0,7.872,7.785
51:20.0,7.872,7.785
51:50.0,7.875,7.785
52:20.0,7.886,7.784
52:50.0,7.886,7.784
53:20.0,7.898,7.784
53:50.0,7.898,7.784
54:20.0,7.875,7.784
55:20.0,7.875,7.784
55:50.0,7.88,7.784
57:50.0,7.88,7.784
58:20.0,7.891,7.784
59:50.0,7.891,7.784
00:20.0,7.901,7.784
00:50.0,7.901,7.784
01:20.0,7.886,7.784
02:20.0,7.886,7.784
02:50.0,7.898,7.784
03:20.0,7.886,7.784
03:50.0,7.886,7.784
04:20.0,7.898,7.784
05:50.0,7.898,7.784
06:20.0,7.882,7.784
08:20.0,7.882,7.784
08:50.0,7.893,7.784
09:50.0,7.893,7.784
10:20.0,7.905,7.784
10:50.0,7.893,7.784
11:20.0,7.905,7.784
12:20.0,7.905,7.784
12:50.0,7.886,7.784
13:20.0,7.898,7.784
14:20.0,7.898,7.784
14:50.0,7.883,7.784
16:50.0,7.883,7.784
17:20.0,7.893,7.784
17:50.0,7.893,7.784
18:20.0,7.88,7.784
18:50.0,7.88,7.784
19:20.0,7.891,7.784
21:50.0,7.891,7.784
22:20.0,7.877,7.784
22:50.0,7.889,7.784
23:20.0,7.9,7.784
24:20.0,7.9,7.784
24:50.0,7.889,7.784
25:20.0,7.889,7.784
25:50.0,7.903,7.784
26:20.0,7.886,7.784
26:50.0,7.873,7.784
27:20.0,7.9,7.784
27:50.0,7.9,7.784
28:20.0,7.887,7.784
28:50.0,7.897,7.784
29:20.0,7.886,7.784
29:50.0,7.901,7.784
30:20.0,7.886,7.784
30:50.0,7.886,7.784
31:20.0,7.898,7.784
31:50.0,7.884,7.784
32:20.0,7.87,7.784
32:50.0,7.87,7.784
33:20.0,7.884,7.784
33:50.0,7.884,7.784
34:20.0,7.898,7.784
34:50.0,7.886,7.784
35:20.0,7.875,7.784
37:20.0,7.875,7.784
37:50.0,7.889,7.784
38:20.0,7.889,7.784
38:50.0,7.872,7.784
39:20.0,7.884,7.784
39:50.0,7.884,7.784
40:20.0,7.896,7.784
40:50.0,7.896,7.784
41:20.0,7.884,7.784
42:20.0,7.884,7.784
42:50.0,7.895,7.783
43:20.0,7.879,7.783
